iter	Logloss
0	0.5739089242
1	0.4716994744
2	0.3871749859
3	0.3167042085
4	0.2657817022
5	0.2218949457
6	0.1839427449
7	0.1546826695
8	0.1295141452
9	0.1095136754
10	0.09229695628
11	0.07870247049
12	0.06797784981
13	0.05890168975
14	0.05113888769
15	0.04517058449
16	0.04011706804
17	0.0356560432
18	0.03183369825
19	0.02878373198
20	0.02620089777
21	0.02403107034
22	0.02222311591
23	0.02065809618
24	0.01922135441
25	0.01797554207
26	0.01665448154
27	0.0156382003
28	0.01483448615
29	0.01400566966
30	0.01338868646
31	0.01288096595
32	0.01240322586
33	0.01189344605
34	0.011378964
35	0.01086583208
36	0.01052576734
37	0.01027127377
38	0.009983814225
39	0.009716713824
40	0.009471794068
41	0.009208805034
42	0.008986013529
43	0.008785797223
44	0.008571702176
45	0.008366498896
46	0.008192942159
47	0.008043846212
48	0.007898721392
49	0.00774425916
50	0.007607606839
51	0.007498851153
52	0.007385171072
53	0.007290465298
54	0.007195547966
55	0.007088491805
56	0.007010863021
57	0.006932676687
58	0.006862228411
59	0.006788182565
60	0.006697377208
61	0.006620860723
62	0.006562939426
63	0.006490073954
64	0.006434380743
65	0.006380785526
66	0.006331315872
67	0.006270446785
68	0.006209775214
69	0.006169174114
70	0.006106429014
71	0.006074056485
72	0.006032612504
73	0.005990362153
74	0.005955274536
75	0.005912321596
76	0.00585927267
77	0.005805325621
78	0.005766517314
79	0.005740889828
80	0.005714573715
81	0.005685312382
82	0.005660524816
83	0.005633785009
84	0.005609707379
85	0.005555600499
86	0.005523829151
87	0.005503773669
88	0.005450051477
89	0.005433418345
90	0.005417068793
91	0.005382599137
92	0.00535766625
93	0.005345384971
94	0.005331612413
95	0.005318382674
96	0.005304053379
97	0.005271011955
98	0.005250015961
99	0.005226459524
100	0.005207054104
101	0.005193117603
102	0.005181667335
103	0.005168935832
104	0.005159203059
105	0.005150805125
106	0.005140804213
107	0.005111798382
108	0.005092810213
109	0.005083460807
110	0.00506100018
111	0.005051702225
112	0.005041571735
113	0.005032576604
114	0.005015179409
115	0.005006746424
116	0.004989677044
117	0.004981550871
118	0.004974567698
119	0.004960891302
120	0.004950566964
121	0.004942838257
122	0.004919405228
123	0.004911566405
124	0.004904557718
125	0.004896969145
126	0.004890745592
127	0.004859463044
128	0.004845398412
129	0.004808932767
130	0.004795377136
131	0.004788483251
132	0.004782073115
133	0.004776389982
134	0.004763899919
135	0.004758822693
136	0.004753519687
137	0.004727495896
138	0.004717531306
139	0.004697865465
140	0.004670581156
141	0.00464121741
142	0.004633788727
143	0.004628477624
144	0.0046177042
145	0.004611268242
146	0.00457206547
147	0.004547945882
148	0.004544295231
149	0.004541495132
150	0.004530722095
151	0.004518239899
152	0.004513050648
153	0.004510164079
154	0.00450666192
155	0.004503793033
156	0.004484867261
157	0.004467023189
158	0.004464963201
159	0.004442432357
160	0.004422594962
161	0.00439463736
162	0.004389269664
163	0.004361020019
164	0.004343996059
165	0.004341199742
166	0.004324211418
167	0.004312960102
168	0.004308118149
169	0.004282150276
170	0.004259221067
171	0.004243209733
172	0.004228742376
173	0.004210559844
174	0.004201450253
175	0.00417961875
176	0.004175905525
177	0.004148217043
178	0.004133742241
179	0.004113663324
180	0.004108441419
181	0.00410360052
182	0.004090279348
183	0.004077562794
184	0.004074766638
185	0.004065818726
186	0.004055644435
187	0.004038850562
188	0.004013307762
189	0.003994236825
190	0.003977689406
191	0.00397324851
192	0.003968499832
193	0.003960479226
194	0.003949900438
195	0.003929849271
196	0.003922360105
197	0.003915977398
198	0.003900534367
199	0.003883570732
200	0.00387938964
201	0.00386421143
202	0.00384769162
203	0.003837196396
204	0.003829374492
205	0.003824028933
206	0.003816572435
207	0.003808046045
208	0.003793032693
209	0.003791048186
210	0.003778589753
211	0.003773937029
212	0.003766935264
213	0.003735494108
214	0.003730309076
215	0.003720592262
216	0.003712804174
217	0.003703497985
218	0.00369474053
219	0.003688662592
220	0.003676462747
221	0.003650406709
222	0.003640222205
223	0.00362924481
224	0.003620696381
225	0.003612794257
226	0.003601680504
227	0.003599863054
228	0.003589905924
229	0.003580713092
230	0.003576771784
231	0.003560163754
232	0.003550704591
233	0.003544436948
234	0.00353799559
235	0.003524700693
236	0.00351846279
237	0.003508850578
238	0.003505306949
239	0.003494518722
240	0.003486205515
241	0.003483333463
242	0.003482514517
243	0.003475003196
244	0.00347230261
245	0.003466157376
246	0.003458879043
247	0.003453457882
248	0.003450618965
249	0.003427924176
250	0.003419715039
251	0.003414375827
252	0.003405854939
253	0.003377296054
254	0.003372096709
255	0.003354182358
256	0.003347003938
257	0.003337714734
258	0.003319354733
259	0.003307145673
260	0.0032994975
261	0.003291057657
262	0.00328497687
263	0.00327967321
264	0.003278405071
265	0.003270892409
266	0.003264530205
267	0.003261028201
268	0.003237425018
269	0.0032366835
270	0.003229656717
271	0.003221445122
272	0.00321593701
273	0.003210248921
274	0.003203488674
275	0.003192308251
276	0.003189355224
277	0.003180614426
278	0.003174535366
279	0.003167088237
280	0.003159274835
281	0.003153564268
282	0.003147966839
283	0.003140451131
284	0.003136873893
285	0.003135461265
286	0.003129444206
287	0.003128816324
288	0.003125287293
289	0.003122344491
290	0.003121393244
291	0.003115054145
292	0.003111784196
293	0.003107962805
294	0.003102463701
295	0.003098378575
296	0.003092593235
297	0.003087964825
298	0.003081355086
299	0.003078016453
300	0.003076933946
301	0.00307419583
302	0.003070769264
303	0.003067854546
304	0.00306526939
305	0.003061014474
306	0.003057897245
307	0.003054033447
308	0.003049982144
309	0.003046105568
310	0.003040519905
311	0.003035804747
312	0.003032263665
313	0.003029410403
314	0.003025727153
315	0.003020199728
316	0.003016758504
317	0.003014275193
318	0.003001078471
319	0.002997487032
320	0.00299398828
321	0.00299302223
322	0.002980549138
323	0.002976826457
324	0.002975630234
325	0.002967630377
326	0.00296572876
327	0.002961183034
328	0.002958713082
329	0.002956355074
330	0.002955470106
331	0.00294555326
332	0.002934024585
333	0.002931833169
334	0.002930927666
335	0.002928823338
336	0.002925826698
337	0.002922922177
338	0.002911177797
339	0.002908471204
340	0.002905763974
341	0.002898141324
342	0.002895638948
343	0.002890223123
344	0.002886215462
345	0.002878604989
346	0.002869882083
347	0.002868772841
348	0.002867752257
349	0.002854610782
350	0.002853106372
351	0.002852260698
352	0.002849883999
353	0.002846830634
354	0.002834506334
355	0.002831991963
356	0.00282961126
357	0.002825596483
358	0.002814018213
359	0.002808820073
360	0.002805010715
361	0.002797905955
362	0.002796351818
363	0.00279550221
364	0.002786154641
365	0.002785634855
366	0.002783347512
367	0.002780185232
368	0.00277211143
369	0.002764958613
370	0.002764356373
371	0.002762754642
372	0.002759306704
373	0.002757200077
374	0.002750732307
375	0.002747274164
376	0.002744920004
377	0.002743513358
378	0.00273926498
379	0.002735194567
380	0.00273385968
381	0.002725760071
382	0.002725101039
383	0.002721981407
384	0.002720033417
385	0.002713673305
386	0.002709292414
387	0.002707860011
388	0.002706124963
389	0.002697240724
390	0.002695871636
391	0.002693069532
392	0.002687797643
393	0.002679573065
394	0.002671584984
395	0.002670388932
396	0.002666270658
397	0.002659955866
398	0.00265862598
399	0.002657361995
400	0.002655768956
401	0.002654116032
402	0.002648530111
403	0.002643706911
404	0.002642210609
405	0.002638632082
406	0.002632960512
407	0.002628109933
408	0.002624372636
409	0.002619709115
410	0.002618632547
411	0.002615085173
412	0.002610707596
413	0.002607288848
414	0.002600260516
415	0.002596050817
416	0.002595009306
417	0.002591758851
418	0.002585326241
419	0.002584324635
420	0.002579944543
421	0.002579051062
422	0.002578193455
423	0.002572973672
424	0.002572164821
425	0.002569057803
426	0.002563040459
427	0.002561299487
428	0.002560518299
429	0.00255576941
430	0.002551780108
431	0.002548822537
432	0.002548040095
433	0.00254522355
434	0.002544463082
435	0.002538968732
436	0.002536323598
437	0.002530806611
438	0.002530102869
439	0.002524866891
440	0.002519785101
441	0.002514576447
442	0.002512058486
443	0.002511640407
444	0.002510739629
445	0.00250983186
446	0.002508813702
447	0.002508155939
448	0.002507543826
449	0.002502778366
450	0.00249823557
451	0.002497437153
452	0.002494999415
453	0.002494389157
454	0.002490048247
455	0.002485912216
456	0.002481011142
457	0.002479083318
458	0.00247851782
459	0.00247547008
460	0.002474663272
461	0.002470740871
462	0.00247018982
463	0.002468356967
464	0.002464568923
465	0.002463808477
466	0.002459212934
467	0.002458854898
468	0.002456879128
469	0.002456146995
470	0.002452555168
471	0.002450661255
472	0.002449866125
473	0.002446368666
474	0.002446021659
475	0.002445680232
476	0.002443865832
477	0.002440533645
478	0.002439764871
479	0.002439423759
480	0.002438716012
481	0.002435489297
482	0.002433733231
483	0.002432982882
484	0.002431320601
485	0.00243059867
486	0.002427488363
487	0.0024231822
488	0.002422868645
489	0.00242255619
490	0.002421719393
491	0.002421047346
492	0.002418038418
493	0.002416687766
494	0.002416392037
495	0.002414779965
496	0.002411906221
497	0.002411203922
498	0.00240842292
499	0.002407122534
